Year,District,Total cases,Total deaths,District code,No:of villages inhabited,No:of villages uninhabited,Number of towns,Number of households,Total population,Males,Females,Area(In sq . km),Population per sq . Km,Number of Sub Centres,Number of  Primary Health Centres,Number of Community Health Centres,Sub Divisional Hospital,District Hospital,Percent_Female,Avg_Household_Size,Total_Health_Facilities,Total_Hospitals,Facilities_Per_100k,Hospitals_Per_100k,Percent_Male,Population_Density in sq km,Total cases_Lag_1Y,Total cases_Lag_2Y,Total deaths_Lag_1Y,Total deaths_Lag_2Y
2014,Ujjain,303,0,435,1095,6,9,391438,1986864,1016289,970575,6091,326,172,22,5,6,1,48.84959413,5.075807663,199,7,10.01578367,0.352313998,51.15040587,326,403,352,0,0
2015,Ujjain,273,0,435,1095,6,9,391438,1986864,1016289,970575,6091,326,172,22,5,6,1,48.84959413,5.075807663,199,7,10.01578367,0.352313998,51.15040587,326,303,403,0,0
2016,Ujjain,472,0,435,1095,6,9,391438,1986864,1016289,970575,6091,326,172,22,5,6,1,48.84959413,5.075807663,199,7,10.01578367,0.352313998,51.15040587,326,273,303,0,0
2017,Ujjain,231,0,435,1095,6,9,391438,1986864,1016289,970575,6091,326,172,22,5,6,1,48.84959413,5.075807663,199,7,10.01578367,0.352313998,51.15040587,326,472,273,0,0
2018,Ujjain,62,0,435,1095,6,9,391438,1986864,1016289,970575,6091,326,172,22,5,6,1,48.84959413,5.075807663,199,7,10.01578367,0.352313998,51.15040587,326,231,472,0,0
2019,Ujjain,29,0,435,1095,6,9,391438,1986864,1016289,970575,6091,326,172,22,5,6,1,48.84959413,5.075807663,199,7,10.01578367,0.352313998,51.15040587,326,62,231,0,0
2020,Ujjain,8,0,435,1095,6,9,391438,1986864,1016289,970575,6091,326,172,22,5,6,1,48.84959413,5.075807663,199,7,10.01578367,0.352313998,51.15040587,326,29,62,0,0
2021,Ujjain,3,0,435,1095,6,9,391438,1986864,1016289,970575,6091,326,172,22,5,6,1,48.84959413,5.075807663,199,7,10.01578367,0.352313998,51.15040587,326,8,29,0,0
2022,Ujjain,1,0,435,1095,6,9,391438,1986864,1016289,970575,6091,326,172,22,5,6,1,48.84959413,5.075807663,199,7,10.01578367,0.352313998,51.15040587,326,3,8,0,0
2023,Ujjain,2,0,435,1095,6,9,391438,1986864,1016289,970575,6091,326,172,22,5,6,1,48.84959413,5.075807663,199,7,10.01578367,0.352313998,51.15040587,326,1,3,0,0
2024,Ujjain,0,0,435,1095,6,9,391438,1986864,1016289,970575,6091,326,172,22,5,6,1,48.84959413,5.075807663,199,7,10.01578367,0.352313998,51.15040587,326,2,1,0,0
2003,Ukhrul,184,0,279,213,0,1,35694,183998,94718,89280,4544,40,40,8,1,0,1,48.52226655,5.154871967,49,1,26.63072425,0.543484168,51.47773345,40,96,75,0,0
2004,Ukhrul,674,0,279,213,0,1,35694,183998,94718,89280,4544,40,40,8,1,0,1,48.52226655,5.154871967,49,1,26.63072425,0.543484168,51.47773345,40,184,96,0,0
2005,Ukhrul,522,0,279,213,0,1,35694,183998,94718,89280,4544,40,40,8,1,0,1,48.52226655,5.154871967,49,1,26.63072425,0.543484168,51.47773345,40,674,184,0,0
2006,Ukhrul,321,0,279,213,0,1,35694,183998,94718,89280,4544,40,40,8,1,0,1,48.52226655,5.154871967,49,1,26.63072425,0.543484168,51.47773345,40,522,674,0,0
2007,Ukhrul,377,0,279,213,0,1,35694,183998,94718,89280,4544,40,40,8,1,0,1,48.52226655,5.154871967,49,1,26.63072425,0.543484168,51.47773345,40,321,522,0,0
2008,Ukhrul,120,0,279,213,0,1,35694,183998,94718,89280,4544,40,40,8,1,0,1,48.52226655,5.154871967,49,1,26.63072425,0.543484168,51.47773345,40,377,321,0,0
2009,Ukhrul,55,0,279,213,0,1,35694,183998,94718,89280,4544,40,40,8,1,0,1,48.52226655,5.154871967,49,1,26.63072425,0.543484168,51.47773345,40,120,377,0,0
2010,Ukhrul,96,0,279,213,0,1,35694,183998,94718,89280,4544,40,40,8,1,0,1,48.52226655,5.154871967,49,1,26.63072425,0.543484168,51.47773345,40,55,120,0,0
2011,Ukhrul,29,2,279,213,0,1,35694,183998,94718,89280,4544,40,40,8,1,0,1,48.52226655,5.154871967,49,1,26.63072425,0.543484168,51.47773345,40,96,55,0,0
2012,Ukhrul,43,0,279,213,0,1,35694,183998,94718,89280,4544,40,40,8,1,0,1,48.52226655,5.154871967,49,1,26.63072425,0.543484168,51.47773345,40,29,96,2,0
2013,Ukhrul,2,0,279,213,0,1,35694,183998,94718,89280,4544,40,40,8,1,0,1,48.52226655,5.154871967,49,1,26.63072425,0.543484168,51.47773345,40,43,29,0,2
2014,Ukhrul,1,0,279,213,0,1,35694,183998,94718,89280,4544,40,40,8,1,0,1,48.52226655,5.154871967,49,1,26.63072425,0.543484168,51.47773345,40,2,43,0,0
2015,Ukhrul,2,0,279,213,0,1,35694,183998,94718,89280,4544,40,40,8,1,0,1,48.52226655,5.154871967,49,1,26.63072425,0.543484168,51.47773345,40,1,2,0,0
2016,Ukhrul,10,0,279,213,0,1,35694,183998,94718,89280,4544,40,40,8,1,0,1,48.52226655,5.154871967,49,1,26.63072425,0.543484168,51.47773345,40,2,1,0,0
2017,Ukhrul,4,0,279,213,0,1,35694,183998,94718,89280,4544,40,40,8,1,0,1,48.52226655,5.154871967,49,1,26.63072425,0.543484168,51.47773345,40,10,2,0,0
2018,Ukhrul,3,0,279,213,0,1,35694,183998,94718,89280,4544,40,40,8,1,0,1,48.52226655,5.154871967,49,1,26.63072425,0.543484168,51.47773345,40,4,10,0,0
2019,Ukhrul,0,0,279,213,0,1,35694,183998,94718,89280,4544,40,40,8,1,0,1,48.52226655,5.154871967,49,1,26.63072425,0.543484168,51.47773345,40,3,4,0,0
2020,Ukhrul,2,0,279,213,0,1,35694,183998,94718,89280,4544,40,40,8,1,0,1,48.52226655,5.154871967,49,1,26.63072425,0.543484168,51.47773345,40,0,3,0,0
2021,Ukhrul,0,0,279,213,0,1,35694,183998,94718,89280,4544,40,40,8,1,0,1,48.52226655,5.154871967,49,1,26.63072425,0.543484168,51.47773345,40,2,0,0,0
2022,Ukhrul,1,0,279,213,0,1,35694,183998,94718,89280,4544,40,40,8,1,0,1,48.52226655,5.154871967,49,1,26.63072425,0.543484168,51.47773345,40,0,2,0,0
2023,Ukhrul,2,0,279,213,0,1,35694,183998,94718,89280,4544,40,40,8,1,0,1,48.52226655,5.154871967,49,1,26.63072425,0.543484168,51.47773345,40,1,0,0,0
2024,Ukhrul,1,0,279,213,0,1,35694,183998,94718,89280,4544,40,40,8,1,0,1,48.52226655,5.154871967,49,1,26.63072425,0.543484168,51.47773345,40,2,1,0,0
2002,Umaria,774,0,431,594,59,7,145024,644758,330674,314084,4076,158,89,12,3,0,1,48.71347079,4.445871028,104,1,16.13008291,0.155096951,51.28652921,158,1649,764,0,0
2003,Umaria,1208,0,431,594,59,7,145024,644758,330674,314084,4076,158,89,12,3,0,1,48.71347079,4.445871028,104,1,16.13008291,0.155096951,51.28652921,158,774,1649,0,0
2004,Umaria,1147,0,431,594,59,7,145024,644758,330674,314084,4076,158,89,12,3,0,1,48.71347079,4.445871028,104,1,16.13008291,0.155096951,51.28652921,158,1208,774,0,0
2005,Umaria,991,0,431,594,59,7,145024,644758,330674,314084,4076,158,89,12,3,0,1,48.71347079,4.445871028,104,1,16.13008291,0.155096951,51.28652921,158,1147,1208,0,0
2006,Umaria,1630,0,431,594,59,7,145024,644758,330674,314084,4076,158,89,12,3,0,1,48.71347079,4.445871028,104,1,16.13008291,0.155096951,51.28652921,158,991,1147,0,0
2007,Umaria,2102,0,431,594,59,7,145024,644758,330674,314084,4076,158,89,12,3,0,1,48.71347079,4.445871028,104,1,16.13008291,0.155096951,51.28652921,158,1630,991,0,0
2008,Umaria,1635,1,431,594,59,7,145024,644758,330674,314084,4076,158,89,12,3,0,1,48.71347079,4.445871028,104,1,16.13008291,0.155096951,51.28652921,158,2102,1630,0,0
2009,Umaria,1661,5,431,594,59,7,145024,644758,330674,314084,4076,158,89,12,3,0,1,48.71347079,4.445871028,104,1,16.13008291,0.155096951,51.28652921,158,1635,2102,1,0
2010,Umaria,1249,0,431,594,59,7,145024,644758,330674,314084,4076,158,89,12,3,0,1,48.71347079,4.445871028,104,1,16.13008291,0.155096951,51.28652921,158,1661,1635,5,1
2011,Umaria,1477,5,431,594,59,7,145024,644758,330674,314084,4076,158,89,12,3,0,1,48.71347079,4.445871028,104,1,16.13008291,0.155096951,51.28652921,158,1249,1661,0,5
2012,Umaria,534,0,431,594,59,7,145024,644758,330674,314084,4076,158,89,12,3,0,1,48.71347079,4.445871028,104,1,16.13008291,0.155096951,51.28652921,158,1477,1249,5,0
2013,Umaria,448,0,431,594,59,7,145024,644758,330674,314084,4076,158,89,12,3,0,1,48.71347079,4.445871028,104,1,16.13008291,0.155096951,51.28652921,158,534,1477,0,5
2014,Umaria,691,0,431,594,59,7,145024,644758,330674,314084,4076,158,89,12,3,0,1,48.71347079,4.445871028,104,1,16.13008291,0.155096951,51.28652921,158,448,534,0,0
2015,Umaria,909,0,431,594,59,7,145024,644758,330674,314084,4076,158,89,12,3,0,1,48.71347079,4.445871028,104,1,16.13008291,0.155096951,51.28652921,158,691,448,0,0
2016,Umaria,720,0,431,594,59,7,145024,644758,330674,314084,4076,158,89,12,3,0,1,48.71347079,4.445871028,104,1,16.13008291,0.155096951,51.28652921,158,909,691,0,0
2017,Umaria,540,0,431,594,59,7,145024,644758,330674,314084,4076,158,89,12,3,0,1,48.71347079,4.445871028,104,1,16.13008291,0.155096951,51.28652921,158,720,909,0,0
2018,Umaria,302,0,431,594,59,7,145024,644758,330674,314084,4076,158,89,12,3,0,1,48.71347079,4.445871028,104,1,16.13008291,0.155096951,51.28652921,158,540,720,0,0
2019,Umaria,351,0,431,594,59,7,145024,644758,330674,314084,4076,158,89,12,3,0,1,48.71347079,4.445871028,104,1,16.13008291,0.155096951,51.28652921,158,302,540,0,0
2020,Umaria,69,0,431,594,59,7,145024,644758,330674,314084,4076,158,89,12,3,0,1,48.71347079,4.445871028,104,1,16.13008291,0.155096951,51.28652921,158,351,302,0,0
2021,Umaria,51,0,431,594,59,7,145024,644758,330674,314084,4076,158,89,12,3,0,1,48.71347079,4.445871028,104,1,16.13008291,0.155096951,51.28652921,158,69,351,0,0
2022,Umaria,49,0,431,594,59,7,145024,644758,330674,314084,4076,158,89,12,3,0,1,48.71347079,4.445871028,104,1,16.13008291,0.155096951,51.28652921,158,51,69,0,0
2023,Umaria,10,0,431,594,59,7,145024,644758,330674,314084,4076,158,89,12,3,0,1,48.71347079,4.445871028,104,1,16.13008291,0.155096951,51.28652921,158,49,51,0,0
2024,Umaria,2,0,431,594,59,7,145024,644758,330674,314084,4076,158,89,12,3,0,1,48.71347079,4.445871028,104,1,16.13008291,0.155096951,51.28652921,158,10,49,0,0
2002,Upper Siang,155,0,252,98,14,1,7324,35320,18699,16621,6590,5,0,0,0,0,1,47.0583239,4.822501365,0,1,0,2.831257078,52.9416761,5,100,474,0,0
2003,Upper Siang,500,0,252,98,14,1,7324,35320,18699,16621,6590,5,0,0,0,0,1,47.0583239,4.822501365,0,1,0,2.831257078,52.9416761,5,155,100,0,0
2004,Upper Siang,609,0,252,98,14,1,7324,35320,18699,16621,6590,5,0,0,0,0,1,47.0583239,4.822501365,0,1,0,2.831257078,52.9416761,5,500,155,0,0
2005,Upper Siang,499,0,252,98,14,1,7324,35320,18699,16621,6590,5,0,0,0,0,1,47.0583239,4.822501365,0,1,0,2.831257078,52.9416761,5,609,500,0,0
2006,Upper Siang,124,0,252,98,14,1,7324,35320,18699,16621,6590,5,0,0,0,0,1,47.0583239,4.822501365,0,1,0,2.831257078,52.9416761,5,499,609,0,0
2007,Upper Siang,453,0,252,98,14,1,7324,35320,18699,16621,6590,5,0,0,0,0,1,47.0583239,4.822501365,0,1,0,2.831257078,52.9416761,5,124,499,0,0
2008,Upper Siang,515,0,252,98,14,1,7324,35320,18699,16621,6590,5,0,0,0,0,1,47.0583239,4.822501365,0,1,0,2.831257078,52.9416761,5,453,124,0,0
2009,Upper Siang,440,0,252,98,14,1,7324,35320,18699,16621,6590,5,0,0,0,0,1,47.0583239,4.822501365,0,1,0,2.831257078,52.9416761,5,515,453,0,0
2010,Upper Siang,782,1,252,98,14,1,7324,35320,18699,16621,6590,5,0,0,0,0,1,47.0583239,4.822501365,0,1,0,2.831257078,52.9416761,5,440,515,0,0
2011,Upper Siang,476,0,252,98,14,1,7324,35320,18699,16621,6590,5,0,0,0,0,1,47.0583239,4.822501365,0,1,0,2.831257078,52.9416761,5,782,440,1,0
2012,Upper Siang,313,0,252,98,14,1,7324,35320,18699,16621,6590,5,0,0,0,0,1,47.0583239,4.822501365,0,1,0,2.831257078,52.9416761,5,476,782,0,1
2013,Upper Siang,214,0,252,98,14,1,7324,35320,18699,16621,6590,5,0,0,0,0,1,47.0583239,4.822501365,0,1,0,2.831257078,52.9416761,5,313,476,0,0
2014,Upper Siang,253,0,252,98,14,1,7324,35320,18699,16621,6590,5,0,0,0,0,1,47.0583239,4.822501365,0,1,0,2.831257078,52.9416761,5,214,313,0,0
2015,Upper Siang,101,0,252,98,14,1,7324,35320,18699,16621,6590,5,0,0,0,0,1,47.0583239,4.822501365,0,1,0,2.831257078,52.9416761,5,253,214,0,0
2016,Upper Siang,48,0,252,98,14,1,7324,35320,18699,16621,6590,5,0,0,0,0,1,47.0583239,4.822501365,0,1,0,2.831257078,52.9416761,5,101,253,0,0
2017,Upper Siang,31,0,252,98,14,1,7324,35320,18699,16621,6590,5,0,0,0,0,1,47.0583239,4.822501365,0,1,0,2.831257078,52.9416761,5,48,101,0,0
2018,Upper Siang,22,0,252,98,14,1,7324,35320,18699,16621,6590,5,0,0,0,0,1,47.0583239,4.822501365,0,1,0,2.831257078,52.9416761,5,31,48,0,0
2019,Upper Siang,0,0,252,98,14,1,7324,35320,18699,16621,6590,5,0,0,0,0,1,47.0583239,4.822501365,0,1,0,2.831257078,52.9416761,5,22,31,0,0
2020,Upper Siang,0,0,252,98,14,1,7324,35320,18699,16621,6590,5,0,0,0,0,1,47.0583239,4.822501365,0,1,0,2.831257078,52.9416761,5,0,22,0,0
2021,Upper Siang,0,0,252,98,14,1,7324,35320,18699,16621,6590,5,0,0,0,0,1,47.0583239,4.822501365,0,1,0,2.831257078,52.9416761,5,0,0,0,0
2022,Upper Siang,3,0,252,98,14,1,7324,35320,18699,16621,6590,5,0,0,0,0,1,47.0583239,4.822501365,0,1,0,2.831257078,52.9416761,5,0,0,0,0
2023,Upper Siang,0,0,252,98,14,1,7324,35320,18699,16621,6590,5,0,0,0,0,1,47.0583239,4.822501365,0,1,0,2.831257078,52.9416761,5,3,0,0,0
2024,Upper Siang,0,0,252,98,14,1,7324,35320,18699,16621,6590,5,0,0,0,0,1,47.0583239,4.822501365,0,1,0,2.831257078,52.9416761,5,0,3,0,0
2002,Upper Subansiri,404,0,249,543,10,1,15869,83448,41758,41690,7032,12,0,0,0,0,1,49.95925606,5.258554414,0,1,0,1.198351069,50.04074394,12,564,652,0,0
2003,Upper Subansiri,264,0,249,543,10,1,15869,83448,41758,41690,7032,12,0,0,0,0,1,49.95925606,5.258554414,0,1,0,1.198351069,50.04074394,12,404,564,0,0
2004,Upper Subansiri,159,0,249,543,10,1,15869,83448,41758,41690,7032,12,0,0,0,0,1,49.95925606,5.258554414,0,1,0,1.198351069,50.04074394,12,264,404,0,0
2005,Upper Subansiri,920,0,249,543,10,1,15869,83448,41758,41690,7032,12,0,0,0,0,1,49.95925606,5.258554414,0,1,0,1.198351069,50.04074394,12,159,264,0,0
2006,Upper Subansiri,1215,5,249,543,10,1,15869,83448,41758,41690,7032,12,0,0,0,0,1,49.95925606,5.258554414,0,1,0,1.198351069,50.04074394,12,920,159,0,0
2007,Upper Subansiri,721,0,249,543,10,1,15869,83448,41758,41690,7032,12,0,0,0,0,1,49.95925606,5.258554414,0,1,0,1.198351069,50.04074394,12,1215,920,5,0
2008,Upper Subansiri,781,0,249,543,10,1,15869,83448,41758,41690,7032,12,0,0,0,0,1,49.95925606,5.258554414,0,1,0,1.198351069,50.04074394,12,721,1215,0,5
2009,Upper Subansiri,430,0,249,543,10,1,15869,83448,41758,41690,7032,12,0,0,0,0,1,49.95925606,5.258554414,0,1,0,1.198351069,50.04074394,12,781,721,0,0
2010,Upper Subansiri,1157,19,249,543,10,1,15869,83448,41758,41690,7032,12,0,0,0,0,1,49.95925606,5.258554414,0,1,0,1.198351069,50.04074394,12,430,781,0,0
2011,Upper Subansiri,1528,0,249,543,10,1,15869,83448,41758,41690,7032,12,0,0,0,0,1,49.95925606,5.258554414,0,1,0,1.198351069,50.04074394,12,1157,430,19,0
2012,Upper Subansiri,1259,0,249,543,10,1,15869,83448,41758,41690,7032,12,0,0,0,0,1,49.95925606,5.258554414,0,1,0,1.198351069,50.04074394,12,1528,1157,0,19
2013,Upper Subansiri,1245,7,249,543,10,1,15869,83448,41758,41690,7032,12,0,0,0,0,1,49.95925606,5.258554414,0,1,0,1.198351069,50.04074394,12,1259,1528,0,0
2014,Upper Subansiri,700,0,249,543,10,1,15869,83448,41758,41690,7032,12,0,0,0,0,1,49.95925606,5.258554414,0,1,0,1.198351069,50.04074394,12,1245,1259,7,0
2015,Upper Subansiri,507,0,249,543,10,1,15869,83448,41758,41690,7032,12,0,0,0,0,1,49.95925606,5.258554414,0,1,0,1.198351069,50.04074394,12,700,1245,0,7
2016,Upper Subansiri,500,0,249,543,10,1,15869,83448,41758,41690,7032,12,0,0,0,0,1,49.95925606,5.258554414,0,1,0,1.198351069,50.04074394,12,507,700,0,0
2017,Upper Subansiri,284,0,249,543,10,1,15869,83448,41758,41690,7032,12,0,0,0,0,1,49.95925606,5.258554414,0,1,0,1.198351069,50.04074394,12,500,507,0,0
2018,Upper Subansiri,143,0,249,543,10,1,15869,83448,41758,41690,7032,12,0,0,0,0,1,49.95925606,5.258554414,0,1,0,1.198351069,50.04074394,12,284,500,0,0
2019,Upper Subansiri,47,0,249,543,10,1,15869,83448,41758,41690,7032,12,0,0,0,0,1,49.95925606,5.258554414,0,1,0,1.198351069,50.04074394,12,143,284,0,0
2020,Upper Subansiri,1,0,249,543,10,1,15869,83448,41758,41690,7032,12,0,0,0,0,1,49.95925606,5.258554414,0,1,0,1.198351069,50.04074394,12,47,143,0,0
2021,Upper Subansiri,0,0,249,543,10,1,15869,83448,41758,41690,7032,12,0,0,0,0,1,49.95925606,5.258554414,0,1,0,1.198351069,50.04074394,12,1,47,0,0
2022,Upper Subansiri,0,0,249,543,10,1,15869,83448,41758,41690,7032,12,0,0,0,0,1,49.95925606,5.258554414,0,1,0,1.198351069,50.04074394,12,0,1,0,0
2023,Upper Subansiri,0,0,249,543,10,1,15869,83448,41758,41690,7032,12,0,0,0,0,1,49.95925606,5.258554414,0,1,0,1.198351069,50.04074394,12,0,0,0,0
2024,Upper Subansiri,0,0,249,543,10,1,15869,83448,41758,41690,7032,12,0,0,0,0,1,49.95925606,5.258554414,0,1,0,1.198351069,50.04074394,12,0,0,0,0
2002,Vadodara,3733,4,486,1533,4,25,877106,4165626,2153736,2011890,7546,552,465,79,16,0,1,48.29742276,4.749284579,560,1,13.44335761,0.024005996,51.70257724,552,3328,3152,0,0
2003,Vadodara,3805,5,486,1533,4,25,877106,4165626,2153736,2011890,7546,552,465,79,16,0,1,48.29742276,4.749284579,560,1,13.44335761,0.024005996,51.70257724,552,3733,3328,4,0
2004,Vadodara,9731,11,486,1533,4,25,877106,4165626,2153736,2011890,7546,552,465,79,16,0,1,48.29742276,4.749284579,560,1,13.44335761,0.024005996,51.70257724,552,3805,3733,5,4
2005,Vadodara,10285,15,486,1533,4,25,877106,4165626,2153736,2011890,7546,552,465,79,16,0,1,48.29742276,4.749284579,560,1,13.44335761,0.024005996,51.70257724,552,9731,3805,11,5
2006,Vadodara,7906,1,486,1533,4,25,877106,4165626,2153736,2011890,7546,552,465,79,16,0,1,48.29742276,4.749284579,560,1,13.44335761,0.024005996,51.70257724,552,10285,9731,15,11
2007,Vadodara,2165,2,486,1533,4,25,877106,4165626,2153736,2011890,7546,552,465,79,16,0,1,48.29742276,4.749284579,560,1,13.44335761,0.024005996,51.70257724,552,7906,10285,1,15
2008,Vadodara,1275,1,486,1533,4,25,877106,4165626,2153736,2011890,7546,552,465,79,16,0,1,48.29742276,4.749284579,560,1,13.44335761,0.024005996,51.70257724,552,2165,7906,2,1
2009,Vadodara,1240,0,486,1533,4,25,877106,4165626,2153736,2011890,7546,552,465,79,16,0,1,48.29742276,4.749284579,560,1,13.44335761,0.024005996,51.70257724,552,1275,2165,1,2
2010,Vadodara,1551,2,486,1533,4,25,877106,4165626,2153736,2011890,7546,552,465,79,16,0,1,48.29742276,4.749284579,560,1,13.44335761,0.024005996,51.70257724,552,1240,1275,0,1
2011,Vadodara,1858,4,486,1533,4,25,877106,4165626,2153736,2011890,7546,552,465,79,16,0,1,48.29742276,4.749284579,560,1,13.44335761,0.024005996,51.70257724,552,1551,1240,2,0
2012,Vadodara,1827,0,486,1533,4,25,877106,4165626,2153736,2011890,7546,552,465,79,16,0,1,48.29742276,4.749284579,560,1,13.44335761,0.024005996,51.70257724,552,1858,1551,4,2
2013,Vadodara,1580,0,486,1533,4,25,877106,4165626,2153736,2011890,7546,552,465,79,16,0,1,48.29742276,4.749284579,560,1,13.44335761,0.024005996,51.70257724,552,1827,1858,0,4
2014,Vadodara,509,0,486,1533,4,25,877106,4165626,2153736,2011890,7546,552,465,79,16,0,1,48.29742276,4.749284579,560,1,13.44335761,0.024005996,51.70257724,552,1580,1827,0,0
2015,Vadodara,663,0,486,1533,4,25,877106,4165626,2153736,2011890,7546,552,465,79,16,0,1,48.29742276,4.749284579,560,1,13.44335761,0.024005996,51.70257724,552,509,1580,0,0
2016,Vadodara,536,0,486,1533,4,25,877106,4165626,2153736,2011890,7546,552,465,79,16,0,1,48.29742276,4.749284579,560,1,13.44335761,0.024005996,51.70257724,552,663,509,0,0
2017,Vadodara,409,0,486,1533,4,25,877106,4165626,2153736,2011890,7546,552,465,79,16,0,1,48.29742276,4.749284579,560,1,13.44335761,0.024005996,51.70257724,552,536,663,0,0
2018,Vadodara,199,0,486,1533,4,25,877106,4165626,2153736,2011890,7546,552,465,79,16,0,1,48.29742276,4.749284579,560,1,13.44335761,0.024005996,51.70257724,552,409,536,0,0
2019,Vadodara,75,0,486,1533,4,25,877106,4165626,2153736,2011890,7546,552,465,79,16,0,1,48.29742276,4.749284579,560,1,13.44335761,0.024005996,51.70257724,552,199,409,0,0
2020,Vadodara,48,0,486,1533,4,25,877106,4165626,2153736,2011890,7546,552,465,79,16,0,1,48.29742276,4.749284579,560,1,13.44335761,0.024005996,51.70257724,552,75,199,0,0
2021,Vadodara,32,0,486,1533,4,25,877106,4165626,2153736,2011890,7546,552,465,79,16,0,1,48.29742276,4.749284579,560,1,13.44335761,0.024005996,51.70257724,552,48,75,0,0
2022,Vadodara,23,0,486,1533,4,25,877106,4165626,2153736,2011890,7546,552,465,79,16,0,1,48.29742276,4.749284579,560,1,13.44335761,0.024005996,51.70257724,552,32,48,0,0
2023,Vadodara,15,0,486,1533,4,25,877106,4165626,2153736,2011890,7546,552,465,79,16,0,1,48.29742276,4.749284579,560,1,13.44335761,0.024005996,51.70257724,552,23,32,0,0
2024,Vadodara,12,0,486,1533,4,25,877106,4165626,2153736,2011890,7546,552,465,79,16,0,1,48.29742276,4.749284579,560,1,13.44335761,0.024005996,51.70257724,552,15,23,0,0
2002,Vaishali,1,0,220,1422,147,3,626087,3495021,1844535,1650486,2036,1717,335,47,3,1,1,47.22392226,5.582324821,385,2,11.01567058,0.057224263,52.77607774,1717,1,0,0,0
2003,Vaishali,2,0,220,1422,147,3,626087,3495021,1844535,1650486,2036,1717,335,47,3,1,1,47.22392226,5.582324821,385,2,11.01567058,0.057224263,52.77607774,1717,1,1,0,0
2004,Vaishali,0,0,220,1422,147,3,626087,3495021,1844535,1650486,2036,1717,335,47,3,1,1,47.22392226,5.582324821,385,2,11.01567058,0.057224263,52.77607774,1717,2,1,0,0
2005,Vaishali,0,0,220,1422,147,3,626087,3495021,1844535,1650486,2036,1717,335,47,3,1,1,47.22392226,5.582324821,385,2,11.01567058,0.057224263,52.77607774,1717,0,2,0,0
2006,Vaishali,0,0,220,1422,147,3,626087,3495021,1844535,1650486,2036,1717,335,47,3,1,1,47.22392226,5.582324821,385,2,11.01567058,0.057224263,52.77607774,1717,0,0,0,0
2007,Vaishali,0,0,220,1422,147,3,626087,3495021,1844535,1650486,2036,1717,335,47,3,1,1,47.22392226,5.582324821,385,2,11.01567058,0.057224263,52.77607774,1717,0,0,0,0
2008,Vaishali,0,0,220,1422,147,3,626087,3495021,1844535,1650486,2036,1717,335,47,3,1,1,47.22392226,5.582324821,385,2,11.01567058,0.057224263,52.77607774,1717,0,0,0,0
2009,Vaishali,0,0,220,1422,147,3,626087,3495021,1844535,1650486,2036,1717,335,47,3,1,1,47.22392226,5.582324821,385,2,11.01567058,0.057224263,52.77607774,1717,0,0,0,0
2010,Vaishali,0,0,220,1422,147,3,626087,3495021,1844535,1650486,2036,1717,335,47,3,1,1,47.22392226,5.582324821,385,2,11.01567058,0.057224263,52.77607774,1717,0,0,0,0
2011,Vaishali,0,0,220,1422,147,3,626087,3495021,1844535,1650486,2036,1717,335,47,3,1,1,47.22392226,5.582324821,385,2,11.01567058,0.057224263,52.77607774,1717,0,0,0,0
2012,Vaishali,0,0,220,1422,147,3,626087,3495021,1844535,1650486,2036,1717,335,47,3,1,1,47.22392226,5.582324821,385,2,11.01567058,0.057224263,52.77607774,1717,0,0,0,0
2013,Vaishali,0,0,220,1422,147,3,626087,3495021,1844535,1650486,2036,1717,335,47,3,1,1,47.22392226,5.582324821,385,2,11.01567058,0.057224263,52.77607774,1717,0,0,0,0
2014,Vaishali,0,0,220,1422,147,3,626087,3495021,1844535,1650486,2036,1717,335,47,3,1,1,47.22392226,5.582324821,385,2,11.01567058,0.057224263,52.77607774,1717,0,0,0,0
2015,Vaishali,0,0,220,1422,147,3,626087,3495021,1844535,1650486,2036,1717,335,47,3,1,1,47.22392226,5.582324821,385,2,11.01567058,0.057224263,52.77607774,1717,0,0,0,0
2016,Vaishali,0,0,220,1422,147,3,626087,3495021,1844535,1650486,2036,1717,335,47,3,1,1,47.22392226,5.582324821,385,2,11.01567058,0.057224263,52.77607774,1717,0,0,0,0
2017,Vaishali,0,0,220,1422,147,3,626087,3495021,1844535,1650486,2036,1717,335,47,3,1,1,47.22392226,5.582324821,385,2,11.01567058,0.057224263,52.77607774,1717,0,0,0,0
2018,Vaishali,0,0,220,1422,147,3,626087,3495021,1844535,1650486,2036,1717,335,47,3,1,1,47.22392226,5.582324821,385,2,11.01567058,0.057224263,52.77607774,1717,0,0,0,0
2019,Vaishali,35,0,220,1422,147,3,626087,3495021,1844535,1650486,2036,1717,335,47,3,1,1,47.22392226,5.582324821,385,2,11.01567058,0.057224263,52.77607774,1717,0,0,0,0
2020,Vaishali,2,0,220,1422,147,3,626087,3495021,1844535,1650486,2036,1717,335,47,3,1,1,47.22392226,5.582324821,385,2,11.01567058,0.057224263,52.77607774,1717,35,0,0,0
2021,Vaishali,3,0,220,1422,147,3,626087,3495021,1844535,1650486,2036,1717,335,47,3,1,1,47.22392226,5.582324821,385,2,11.01567058,0.057224263,52.77607774,1717,2,35,0,0
2022,Vaishali,18,0,220,1422,147,3,626087,3495021,1844535,1650486,2036,1717,335,47,3,1,1,47.22392226,5.582324821,385,2,11.01567058,0.057224263,52.77607774,1717,3,2,0,0
